Sl No,Accident_Index,Date,Day_of_Week,Time_of_Accident,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Nature_of_Accident_B1,Nature_of_Accident_B2,Nature_of_Accident_B3,Accident_Severity_C,Classification_of_Accident_C1,Classification_of_Accident_C2,Classification_of_Accident_C3,Causes_D1,Causes_D2,Causes_D3,Causes_D4,Causes_D5,Road_Feature_E,Road_Condition_F,Intersection_Type_G,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Vehicle_Type_Involved_J_V3,Vehicle_Type_Involved_J_V4,Number_of_Vehicles,Number_of_Casualties_Fatel,Number_of_Casualties_GrievousInjury,Number_of_Casualties_MinorInjury,Number_of_Casualties_NotInjured,Number_of_Casualties,Remarks
1010,201700381,43037,7,01:30,2,240,LHS,1,,,2,2,,,4,,,,,4,1,9,1,5,,,,1,,2,,,2,
1011,201700382,43037,7,09:45,2,209,LHS,1,,,4,4,,,3,,,,,4,1,9,2,5,,,,1,,,,1,0,
1012,201700383,43038,1,00:25,2,168,LHS,3,,,2,2,,,1,,,,,4,2,2,1,1,,,,1,,1,,,1,
1013,201700384,43039,2,20:15,2,189.6,RHS,2,,,2,2,,,3,,,,,2,1,9,2,1,,,,1,,2,,,2,
1014,201700385,43040,3,07:00,2,213.6,LHS,4,,,3,3,,,4,,,,,4,1,3,1,1,,,,1,,,1,,1,
1015,201700386,43040,3,23:45,2,228,LHS,3,,,3,3,,,2,,,,,4,1,3,2,6,,,,1,,,2,,2,
1016,201700387,43040,3,23:20,2,221.8,LHS,3,,,4,4,,,1,,,,,4,1,1,2,6,,,,1,,,,1,0,
1017,201700388,43042,5,00:30,2,180.6,RHS,2,,,2,2,,,2,,,,,4,1,9,1,1,,,,1,,1,,,1,
1018,201700389,43043,6,19:50,2,195.8,LHS,1,,,2,2,,,3,,,,,4,1,9,2,1,,,,1,,2,,,2,
1019,201700390,43043,6,04:30,2,246.3,LHS,1,,,1,1,,,2,,,,,4,1,9,1,5,,,,1,1,1,,,2,
1020,201700391,43043,6,13:10,2,214.8,LHS,1,,,3,3,,,2,,,,,4,1,2,2,11,,,,1,,,1,,1,
1021,201700392,43043,6,16:00,2,215.5,RHS,8,,,3,3,,,3,,,,,4,1,9,2,6,,,,1,,,1,,1,
1022,201700393,43044,7,05:05,2,170.1,LHS,3,,,1,1,,,4,,,,,4,1,9,1,14,,,,1,1,2,5,,8,
1023,201700394,43044,7,10:20,2,167.4,RHS,2,,,2,2,,,4,,,,,4,2,9,1,6,,,,1,,1,,,1,
1024,201700395,43044,7,20:45,2,170.2,LHS,3,,,3,3,,,1,,,,,9,2,9,2,1,,,,1,,,1,,1,
1025,201700396,43044,7,01:10,2,234,RHS,1,,,4,4,,,4,,,,,4,1,9,1,5,,,,1,,,,1,0,
1026,201700397,43044,7,15:35,2,206.6,RHS,3,,,4,4,,,3,,,,,4,1,9,2,6,,,,1,,,,1,0,
1027,201700398,43044,7,16:00,2,235.1,LHS,2,,,2,2,,,2,,,,,4,1,9,2,11,,,,1,,1,,,1,
1028,201700399,43044,7,17:30,2,220.5,LHS,4,,,1,1,,,2,,,,,4,1,9,2,10,,,,1,1,1,,,2,
1029,201700400,43045,1,01:30,2,186,LHS,3,,,2,2,,,2,,,,,4,2,9,1,1,,,,1,,3,,,3,
1030,201700401,43046,2,04:00,2,240.4,LHS,3,,,4,4,,,3,,,,,4,1,9,1,11,,,,1,,,,1,0,
1031,201700402,43046,2,23:10,2,209.2,LHS,6,,,3,3,,,2,,,,,4,1,2,2,5,,,,1,,,2,,2,
1032,201700403,43048,4,12:05,2,162.6,RHS,3,,,1,1,,,4,,,,,4,1,3,2,5,,,,1,1,,,,1,
1033,201700404,43048,4,11:45,2,246.6,LHS,3,,,1,1,,,4,,,,,4,1,9,1,1,,,,1,1,,,,1,
1034,201700405,43048,4,19:10,2,231,LHS,1,,,3,3,,,2,,,,,4,1,1,2,1,,,,1,,,2,,2,
1035,201700406,43048,4,22:15,2,216.2,LHS,1,,,2,2,,,2,,,,,4,2,9,2,14,,,,1,,1,,,1,
1036,201700407,43049,5,11:05,2,173.5,RHS,3,,,2,2,,,3,,,,,2,1,9,1,5,,,,1,,1,,,1,
1037,201700408,43049,5,16:30,2,239.9,RHS,3,,,3,3,,,3,,,,,4,2,2,2,6,,,,1,,,1,,1,
1038,201700409,43049,5,19:15,2,222.4,RHS,1,,,4,5,,,2,,,,,4,1,1,2,6,,,,1,,,,1,0,
1039,201700410,43050,6,23:03,2,184.5,RHS,1,,,2,2,,,2,,,,,2,1,9,2,6,,,,1,,2,,,2,
1040,201700411,43050,6,22:54,2,235,RHS,3,,,2,2,,,3,,,,,4,1,2,2,1,,,,1,,2,,,2,
1041,201700412,43051,7,23:45,2,151.8,LHS,1,,,2,2,,,2,,,,,4,2,9,2,1,,,,1,,1,,,1,
1042,201700413,43051,7,19:50,2,191.5,LHS,1,,,2,2,,,1,,,,,4,2,9,2,6,,,,1,,1,,,1,
1043,201700414,43052,1,03:00,2,234.7,LHS,1,,,2,2,,,2,,,,,4,1,2,1,5,,,,1,,1,,,1,
1044,201700415,43052,1,04:55,2,247.4,LHS,1,,,3,3,,,2,,,,,4,1,9,1,6,,,,1,,,2,,2,
1045,201700416,43052,1,20:00,2,219.2,LHS,3,,,2,2,,,3,,,,,4,1,1,2,6,,,,1,,1,,,1,
1046,201700417,43053,2,20:50,2,157,RHS,3,,,1,1,,,3,,,,,2,1,9,2,1,,,,1,1,,,,1,
1047,201700418,43053,2,23:35,2,155.4,LHS,3,,,2,2,,,2,,,,,4,1,9,2,15,,,,1,,1,,,1,
1048,201700419,43055,4,10:20,2,199,RHS,4,,,2,2,,,2,,,,,4,1,9,1,1,,,,1,,2,1,,3,
1049,201700420,43056,5,02:10,2,152.5,RHS,3,,,3,3,,,3,,,,,4,1,9,1,6,,,,1,,,2,,2,
1050,201700421,43056,5,11:50,2,247.2,LHS,3,,,2,2,,,3,,,,,4,1,9,1,5,,,,1,,1,2,,3,
1051,201700422,43057,6,06:00,2,184.05,RHS,1,,,4,4,,,4,,,,,4,1,9,1,11,,,,1,,,,1,0,
1052,201700423,43058,7,10:15,2,170.95,RHS,3,,,2,2,,,2,,,,,4,1,9,1,15,,,,1,,2,,,2,
1053,201700424,43058,7,16:10,2,164.3,LHS,1,,,3,3,,,3,,,,,4,2,9,2,1,,,,1,,,1,,1,
1054,201700425,43058,7,18:30,2,156.6,LHS,4,,,2,2,,,2,,,,,4,1,1,2,1,,,,1,,2,,,2,
1055,201700426,43058,7,21:45,2,224.6,RHS,3,,,3,3,,,3,,,,,4,1,9,2,6,,,,1,,,1,,1,
1056,201700427,43060,2,00:40,2,246.1,LHS,1,,,3,3,,,3,,,,,4,1,9,1,15,,,,1,,,2,,2,
1057,201700428,43060,2,16:00,2,242.5,LHS,3,,,4,4,,,4,,,,,4,1,9,2,6,,,,1,,,,1,0,
1058,201700429,43061,3,03:15,2,225.8,LHS,3,,,3,3,,,3,,,,,4,1,9,1,5,,,,1,,,1,,1,
1059,201700430,43061,3,15:10,2,212.2,RHS,1,,,3,3,,,3,,,,,4,1,9,2,1,,,,1,,,1,,1,
1060,201700431,43062,4,11:05,2,168.1,RHS,1,,,2,2,,,2,,,,,4,1,9,1,1,,,,1,,1,1,,2,
1061,201700432,43062,4,13:20,2,187,RHS,3,,,1,1,,,1,,,,,4,1,9,2,3,,,,1,2,,,,2,
1062,201700433,43062,4,22:45,2,173.8,RHS,1,,,1,1,,,1,,,,,4,1,9,2,6,,,,1,1,,,,1,
1063,201700434,43062,4,23:25,2,226.5,RHS,3,,,3,3,,,3,,,,,4,1,9,2,6,,,,1,,,1,,1,
1064,201700435,43063,5,12:50,2,182.4,RHS,3,,,2,2,,,2,,,,,4,1,9,2,1,,,,1,,1,1,,2,
1065,201700436,43063,5,16:05,2,191.9,RHS,3,,,3,3,,,3,,,,,4,1,9,2,5,,,,1,,,1,,1,
1066,201700437,43063,5,19:20,2,177,LHS ,3,,,3,3,,,3,,,,,2,1,9,2,14,,,,1,,,1,,1,
1067,201700438,43063,5,00:15,2,200,LHS,1,,,4,4,,,4,,,,,4,1,1,1,1,,,,1,,,,1,0,
1068,201700439,43063,5,11:40,2,204.6,LHS,6,,,3,3,,,3,,,,,4,1,9,1,1,,,,1,,,1,,1,
1069,201700440,43063,5,19:35,2,225.8,LHS,3,,,2,2,,,2,,,,,4,1,9,2,11,,,,1,,1,,,1,
1070,201700441,43063,5,23:15,2,226.5,LHS,3,,,3,3,,,3,,,,,4,1,9,2,1,,,,1,,,1,,1,
1071,201700442,43064,6,18:22,2,168.4,RHS,3,,,2,2,,,2,,,,,2,1,9,2,6,,,,1,,1,,,1,
1072,201700443,43064,6,09:15,2,244.9,LHS,1,,,4,4,,,4,,,,,4,1,9,1,6,,,,1,,,,1,0,
1073,201700444,43066,1,05:10,2,202.8,LHS,3,,,4,4,,,4,,,,,4,1,9,1,6,,,,1,,,,1,0,
1074,201700445,43066,1,22:28,2,237.4,RHS,3,,,2,2,,,2,,,,,4,1,9,2,6,,,,1,,4,,,4,
1075,201700446,43067,2,03:00,2,213.5,RHS,3,,,4,4,,,4,,,,,4,1,9,1,14,,,,1,,,,1,0,
1076,201700447,43068,3,00:05,2,163.3,RHS,3,,,3,4,,,3,,,,,4,1,9,2,5,,,,1,,,1,,1,
1077,201700448,43069,4,15:55,2,208,LHS,3,,,2,2,,,4,,,,,4,1,9,2,5,,,,1,,4,,,4,
1078,201700449,43070,5,02:05,2,227.6,LHS,1,,,1,1,,,4,,,,,4,1,9,3,11,,,,1,1,,,,1,
1079,201700450,43071,6,19:45,2,228.6,RHS,2,,,4,4,,,4,,,,,4,1,1,2,1,,,,1,,,,1,0,
1080,201700451,43071,6,22:35,2,251,RHS,3,,,2,2,,,2,,,,,4,1,3,2,5,,,,1,,1,,,1,
1081,201700452,43072,7,19:00,2,212.3,LHS,2,,,3,3,,,4,,,,,2,1,2,2,10,,,,1,,,1,,1,
1082,201700453,43074,2,17:55,2,183.75,RHS,1,,,2,2,,,3,,,,,2,1,9,2,1,,,,1,,1,1,,2,
1083,201700454,43075,3,11:35,2,236,RHS,3,,,2,2,,,2,,,,,4,1,9,1,6,,,,1,,1,2,,3,
1084,201700455,43075,3,13:10,2,211.4,LHS,3,,,2,2,,,2,,,,,4,2,2,2,5,,,,1,,2,,,2,
1085,201700456,43076,4,14:05,2,184.2,RHS,6,,,2,2,,,3,,,,,2,1,9,2,6,,,,1,,1,1,,2,
1086,201700457,43076,4,13:30,2,218.4,RHS,3,,,3,3,,,2,,,,,4,1,9,2,5,,,,1,,,1,,1,
1087,201700458,43077,5,21:30,2,247.4,LHS,1,,,4,4,,,2,,,,,4,2,2,2,5,,,,1,,,,1,0,
1088,201700459,43077,5,23:05,2,213,LHS,2,,,3,3,,,4,,,,,4,1,2,2,6,,,,1,,,1,,1,
1089,201700460,43078,6,19:05,2,180,LHS,6,,,2,2,,,3,,,,,4,1,9,2,5,,,,1,,1,,,1,
1090,201700461,43078,6,15:20,2,242.6,LHS,1,,,4,4,,,2,,,,,4,1,9,2,14,,,,1,,,,1,0,
1091,201700462,43078,6,19:30,2,219.2,LHS,6,,,2,2,,,3,,,,,4,1,1,2,1,,,,1,,2,,,2,
1092,201700463,43079,7,20:40,2,241.7,RHS,3,,,2,2,,,3,,,,,4,1,9,2,6,,,,1,,2,,,2,
1093,201700464,43081,2,02:20,2,176.2,RHS,3,,,3,3,,,3,,,,,4,1,9,3,1,,,,1,,,2,,2,
1094,201700465,43081,2,14:15,2,177.8,RHS,6,,,3,3,,,2,,,,,2,1,9,2,6,,,,1,,,1,,1,
1095,201700466,43081,2,02:45,2,221.8,LHS,3,,,3,3,,,3,,,,,4,1,1,3,1,,,,1,,,2,,2,
1096,201700467,43081,2,23:10,2,247.3,LHS,2,,,4,4,,,1,,,,,4,2,2,2,1,,,,1,,,,1,0,
1097,201700468,43083,4,08:45,2,166.6,LHS,3,,,2,2,,,2,,,,,4,1,1,1,6,,,,1,,1,,,1,
1098,201700469,43083,4,09:40,2,169.25,LHS,2,,,2,2,,,4,,,,,4,1,9,1,1,,,,1,,2,,,2,
1099,201700470,43083,4,18:55,2,179.3,LHS,2,,,4,4,,,4,,,,,4,1,9,2,1,,,,1,,,,1,0,
1100,201700471,43083,4,19:15,2,187.7,LHS,3,,,2,2,,,3,,,,,4,1,1,2,11,,,,1,,2,,,2,
1101,201700472,43084,5,13:05,2,227.3,LHS,1,,,3,3,,,3,,,,,4,2,9,2,1,,,,1,,,1,,1,
1102,201700473,43084,5,14:00,2,233.4,LHS,3,,,3,3,,,3,,,,,4,1,9,2,5,,,,1,,,2,,2,
1103,201700474,43085,6,08:05,2,162.8,RHS,1,,,4,4,,,2,,,,,4,2,9,1,11,,,,1,,,,1,0,
1104,201700475,43085,6,18:00,2,158.9,LHS,1,,,2,2,,,1,,,,,4,2,9,2,6,,,,1,,2,,,2,
1105,201700476,43085,6,05:15,2,201.6,RHS,1,,,2,2,,,2,,,,,4,1,9,3,1,,,,1,,3,6,,9,
1106,201700477,43085,6,21:00,2,239,RHS,2,,,2,2,,,4,,,,,4,2,2,2,1,,,,1,,1,2,,3,
1107,201700478,43086,7,19:10,2,183.6,RHS,3,,,2,2,,,2,,,,,4,1,9,3,6,,,,1,,2,,,2,
1108,201700479,43086,7,01:20,2,211.2,RHS,3,,,1,1,,,3,,,,,4,1,9,3,3,,,,1,2,1,,,3,
1109,201700480,43086,7,16:00,2,229.9,RHS,3,,,3,3,,,3,,,,,4,1,9,2,6,,,,1,,,2,,2,
1110,201700481,43087,1,15:20,2,191.7,RHS,6,,,2,2,,,2,,,,,4,1,1,2,1,,,,1,,2,,,2,
1111,201700482,43087,1,23:20,2,190,RHS,3,,,4,4,,,3,,,,,4,1,9,2,1,,,,1,,,,1,0,
1112,201700483,43088,2,16:05,2,191.4,RHS,3,,,3,3,,,2,,,,,4,3,1,2,11,,,,1,,,1,,1,
1113,201700484,43088,2,02:15,2,203.8,LHS,1,,,4,4,,,2,,,,,4,1,9,3,6,,,,1,,,,1,0,
1114,201700485,43088,2,16:17,2,222.6,RHS,6,,,3,3,,,2,,,,,4,2,9,2,5,,,,1,,,2,,2,
1115,201700486,43089,3,04:48,2,240.4,RHS,3,,,4,4,,,3,,,,,4,1,9,3,5,,,,1,,,,1,0,
1116,201700487,43090,4,01:00,2,221.8,RHS,6,,,3,3,,,2,,,,,4,1,1,3,1,,,,1,,,1,,1,
1117,201700488,43090,4,08:05,2,205.2,RHS,3,,,3,3,,,4,,,,,4,1,9,1,6,,,,1,,,2,,2,
1118,201700489,43090,4,21:40,2,189.7,LHS,3,,,2,2,,,2,,,,,4,1,9,2,5,,,,1,,1,,,1,
1119,201700490,43091,5,19:45,2,231.2,LHS,3,,,4,4,,,2,,,,,4,1,9,2,6,,,,1,,,,1,0,
1120,201700491,43092,6,13:40,2,187.6,RHS,3,,,2,2,,,2,,,,,4,1,1,2,1,,,,1,,2,1,,3,
1121,201700492,43092,6,17:45,2,162.8,RHS,3,,,3,3,,,2,,,,,4,2,9,2,14,,,,1,,,1,,1,
1122,201700493,43092,6,10:30,2,224.9,LHS,6,,,3,3,,,1,,,,,4,1,9,1,5,,,,1,,,1,,1,
1123,201700494,43093,7,03:45,2,210.2,LHS,1,,,4,4,,,1,,,,,4,1,1,3,3,,,,1,,,,1,0,
1124,201700495,43094,1,12:34,2,211.8,LHS,2,,,2,2,,,4,,,,,4,1,9,2,14,,,,1,,1,,,1,
1125,201700496,43094,1,09:30,2,175.6,LHS,3,,,4,4,,,3,,,,,4,1,9,1,6,,,,1,,,,1,0,
1126,201700497,43094,1,10:20,2,174.2,LHS,3,,,3,3,,,2,,,,,4,2,9,1,1,,,,1,,,3,,3,
1127,201700498,43095,2,11:10,2,180.2,RHS,3,,,3,3,,,3,,,,,4,1,9,1,6,,,,1,,,2,,2,
1128,201700499,43095,2,18:50,2,203.8,LHS,3,,,2,2,,,2,,,,,4,1,9,2,5,,,,1,,1,1,,2,
1129,201700500,43095,2,23:10,2,223.2,RHS,3,,,4,4,,,4,,,,,4,2,9,1,1,,,,1,,,,1,0,
1130,201700501,43096,3,13:15,2,187.55,RHS,1,,,2,2,,,4,,,,,2,1,9,2,1,,,,1,,1,7,,8,
1131,201700502,43097,4,20:30,2,232.6,RHS,6,,,3,3,,,3,,,,,4,1,9,1,6,,,,1,,,1,,1,
1132,201700503,43098,5,22:20,2,199,LHS,4,,,3,3,,,4,,,,,4,1,9,2,5,,,,1,,,2,,2,
1133,201700504,43098,5,20:00,2,207.4,LHS,4,,,2,2,,,4,,,,,4,1,9,2,3,,,,1,,1,3,,4,
1134,201700505,43100,7,20:50,2,237.6,LHS,3,,,2,2,,,4,,,,,4,1,9,2,6,,,,1,,1,,,1,
1135,201800001,43101,1,22:00,2,247,RHS,6,,,3,3,,,2,,,,,4,1,1,2,11,,,,1,,,1,,1,
1136,201800002,43101,1,23:15,2,247.8,LHS,4,,,3,4,,,5,,,,,4,1,1,3,1,,,,1,,,1,,1,
1137,201800003,43102,2,23:30,2,182.45,RHS,6,,,2,2,,,2,,,,,2,2,9,3,6,,,,1,,1,1,,2,
1138,201800004,43102,2,13:20,2,213.6,RHS,3,,,3,3,,,3,,,,,4,4,2,2,6,,,,1,,,1,,1,
1139,201800005,43105,5,06:00,2,165.4,LHS,3,,,4,4,,,3,,,,,4,1,1,3,1,,,,1,,,,1,0,
1140,201800006,43105,5,09:33,2,204.4,LHS,3,,,3,3,,,3,,,,,4,1,1,1,6,,,,1,,,2,,2,
1141,201800007,43105,5,11:50,2,211,LHS,3,,,2,2,,,4,,,,,4,2,1,1,6,,,,1,,1,,,1,
1142,201800008,43107,7,02:35,2,185.1,RHS,3,,,4,4,,,2,,,,,4,1,2,1,5,,,,1,,,,1,0,
1143,201800009,43107,7,19:15,2,211.6,LHS,3,,,4,4,,,3,,,,,4,1,9,1,5,,,,1,,,,1,0,
1144,201800010,43107,7,19:25,2,245.2,RHS,3,,,2,2,,,4,,,,,4,2,2,1,5,,,,1,,1,,,1,
1145,201800011,43109,2,09:35,2,209.4,LHS,1,,,3,3,,,3,,,,,4,2,9,1,5,,,,1,,,1,,1,
1146,201800012,43109,2,14:00,2,204.3,LHS,3,,,2,2,,,2,,,,,4,1,1,2,10,,,,1,,1,1,,2,
1147,201800013,43110,3,07:30,2,175.2,LHS,1,,,3,3,,,3,,,,,4,1,9,1,6,,,,1,,,1,,1,
1148,201800014,43110,3,23:25,2,175.5,RHS,2,,,3,3,,,3,,,,,2,1,9,2,1,,,,1,,,1,,1,
1149,201800015,43111,4,15:30,2,237.5,LHS,2,,,3,3,,,3,,,,,4,1,2,2,6,,,,1,,,1,,1,
1150,201800016,43112,5,07:35,2,207.3,RHS,3,,,3,3,,,3,,,,,4,1,9,1,6,,,,1,,,2,,2,
1151,201800017,43112,5,13:20,2,225.6,LHS,2,,,2,2,,,2,,,,,4,2,9,2,11,,,,1,,2,,,2,
1152,201800018,43113,6,11:00,2,174.45,LHS,2,,,2,2,,,1,,,,,4,2,9,1,11,,,,1,,1,,,1,
1153,201800019,43113,6,14:25,2,165.95,RHS,3,,,4,4,,,4,,,,,4,1,1,2,5,,,,1,,,,1,0,
1154,201800020,43113,6,00:46,2,225.7,RHS,3,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
1155,201800021,43114,7,19:35,2,210.6,RHS,3,,,4,4,,,3,,,,,4,1,1,2,5,,,,1,,,,1,0,
1156,201800022,43115,1,15:30,2,199.5,LHS,1,,,4,4,,,2,,,,,4,1,,2,1,,,,1,,,,1,0,
1157,201800023,43116,2,16:35,2,166.85,LHS,3,,,1,1,,,4,,,,,4,1,9,2,5,,,,1,1,1,,,2,
1158,201800024,43116,2,18:35,2,152.4,RHS,3,,,4,4,,,3,,,,,4,1,9,2,1,,,,1,,,,1,0,
1159,201800025,43117,3,14:15,2,177.8,RHS,1,,,2,1,,,3,,,,,4,1,9,2,15,,,,1,,1,,,1,
1160,201800026,43117,3,15:55,2,172.2,LHS,3,,,4,4,,,4,,,,,4,1,9,2,6,,,,1,,,,1,0,
1161,201800027,43117,3,16:00,2,169.5,RHS,2,,,4,3,,,3,,,,,4,1,9,2,5,,,,1,,,,1,0,
1162,201800028,43117,3,23:55,2,188.6,LHS,1,,,4,4,,,2,,,,,4,2,2,2,6,,,,1,,,,1,0,
1163,201800029,43118,4,07:20,2,169.5,RHS,3,,,2,2,,,4,,,,,4,1,9,1,1,,,,1,,1,,,1,
1164,201800030,43119,5,20:00,2,207.1,LHS,3,,,4,4,,,3,,,,,4,2,,2,1,,,,1,,,,1,0,
1165,201800031,43121,7,02:05,2,245.4,RHS,1,,,4,4,,,2,,,,,4,2,,3,1,,,,1,,,,1,0,
1166,201800032,43121,7,02:45,2,240.4,RHS,3,,,1,1,,,4,,,,,4,1,9,3,5,,,,1,1,,,,1,
1167,201800033,43121,7,16:55,2,213.4,RHS,3,,,1,1,,,4,,,,,4,1,9,2,10,,,,1,1,,,,1,
1168,201800034,43121,7,18:30,2,226.4,LHS,3,,,2,2,,,3,,,,,4,1,,2,1,,,,1,,1,,,1,
1169,201800035,43122,1,07:00,2,181.7,LHS,3,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
1170,201800036,43122,1,11:45,2,225.2,RHS,3,,,3,3,,,3,,,,,4,1,,1,11,,,,1,,,2,,2,
1171,201800037,43122,1,20:15,2,217.5,LHS,4,,,3,3,,,4,,,,,4,1,,2,6,,,,1,,,2,,2,
1172,201800038,43123,2,20:09,2,188.5,LHS,3,,,2,2,,,3,,,,,4,2,2,2,1,,,,1,,1,1,,2,
1173,201800039,43124,3,01:45,2,202.6,LHS,2,,,2,2,,,4,,,,,4,1,,3,7,,,,1,,2,,,2,
1174,201800040,43125,4,06:00,2,197.7,LHS,3,,,2,2,,,3,,,,,4,1,9,1,1,,,,1,,1,2,,3,
1175,201800041,43125,4,12:10,2,183.85,RHS,1,,,2,2,,,2,,,,,4,1,9,2,6,,,,1,,2,,,2,
1176,201800042,43126,5,01:05,2,177,RHS,1,,,4,4,,,2,,,,,4,1,2,9,1,,,,1,,,,1,0,
1177,201800043,43128,7,19:15,2,179.4,LHS,1,,,3,3,,,2,,,,,4,1,9,2,1,,,,1,,,1,,1,
1178,201800044,43128,7,22:00,2,176.5,RHS,1,,,2,2,,,2,,,,,4,1,2,2,6,,,,1,,1,,,1,
1179,201800045,43129,1,06:00,2,208,LHS,1,,,4,4,,,4,,,,,4,1,,3,1,,,,1,,,,1,0,
1180,201800046,43129,1,23:00,2,230.6,RHS,3,,,3,3,,,3,,,,,4,1,9,2,6,,,,1,,,1,,1,
1181,201800047,43130,2,04:02,2,176,RHS,1,,,3,3,,,2,,,,,4,1,2,3,6,,,,1,,,1,,1,
1182,201800048,43130,2,00:32,2,247.6,RHS,1,,,4,4,,,4,,,,,4,1,9,3,15,,,,1,,,,1,0,
1183,201800049,43130,2,21:15,2,236.6,RHS,1,,,4,4,,,1,,,,,4,1,9,2,1,,,,1,,,,1,0,
1184,201800050,43160,4,11:10,2,187.5,RHS,1,,,2,2,,,4,,,,,4,1,9,1,6,,,,1,,1,1,,2,
1185,201800051,43161,5,19:15,2,187.5,RHS,4,,,2,2,,,4,,,,,4,1,9,2,15,,,,1,,1,,,1,
1186,201800052,43161,5,11:20,2,240.05,LHS,3,,,2,2,,,2,,,,,4,2,9,1,14,,,,1,,3,,,3,
1187,201800053,43161,5,13:20,2,227.6,RHS,1,,,2,2,,,3,,,,,4,1,9,2,5,,,,1,,1,,,1,
1188,201800054,43161,5,23:00,2,209.5,RHS,1,,,1,1,,,2,,,,,4,1,9,2,15,,,,1,1,,,,1,
1189,201800055,43162,6,10:45,2,179.35,LHS,2,,,2,2,,,2,,,,,4,1,9,1,1,,,,1,,1,,,1,
1190,201800056,43162,6,00:15,2,211.2,RHS,2,,,4,4,,,4,,,,,4,1,1,1,1,,,,1,,,,1,0,
1191,201800057,43162,6,22:35,2,242.6,RHS,3,,,4,4,,,2,,,,,4,1,9,2,1,,,,1,,,,1,0,
1192,201800058,43163,7,15:55,2,168.7,LHS,1,,,3,3,,,2,,,,,4,4,9,2,6,,,,1,,,2,,2,
1193,201800059,43164,1,13:45,2,159.5,RHS,6,,,3,3,,,1,,,,,4,2,9,2,15,,,,1,,,1,,1,
1194,201800060,43166,3,01:27,2,226,LHS,3,,,1,1,,,2,,,,,4,2,9,1,5,,,,1,1,12,5,,18,
1195,201800061,43167,4,00:45,2,193.9,RHS,3,,,1,1,,,2,,,,,4,2,9,1,6,,,,1,1,,,,1,
1196,201800062,43168,5,11:45,2,189.6,RHS,3,,,2,2,,,1,,,,,4,1,1,1,6,,,,1,,1,,,1,
1197,201800063,43168,5,19:30,2,221.3,RHS,1,,,3,3,,,2,,,,,4,1,1,2,3,,,,1,,,1,,1,
1198,201800064,43169,6,09:10,2,177.9,RHS,1,,,2,2,,,2,,,,,4,1,9,1,11,,,,1,,1,,,1,
1199,201800065,43172,2,00:15,2,191.2,RHS,2,,,3,3,,,4,,,,,4,1,9,1,1,,,,1,,,10,,10,
1200,201800066,43173,3,12:35,2,179.35,RHS,2,,,2,2,,,4,,,,,4,1,9,2,6,,,,1,,1,,,1,
1201,201800067,43173,3,18:00,2,168,LHS,3,,,2,2,,,3,,,,,4,2,1,2,6,,,,1,,1,1,,2,
1202,201800068,43173,3,21:45,2,157.9,LHS,3,,,2,2,,,2,,,,,4,1,1,2,3,,,,1,,1,,,1,
1203,201800069,43175,5,19:20,2,204.8,RHS,3,,,2,2,,,2,,,,,4,1,3,2,6,,,,1,,1,,,1,
1204,201800070,43176,6,10:15,2,230,RHS,2,,,3,3,,,4,,,,,4,1,9,1,1,,,,1,,,1,,1,
1205,201800071,43176,6,19:45,2,239.1,RHS,2,,,2,2,,,4,,,,,4,1,2,2,3,,,,1,,1,,,1,
1206,201800072,43177,7,16:15,2,161.5,LHS,3,,,2,2,,,3,,,,,4,1,9,2,1,,,,1,,1,,,1,
1207,201800073,43178,1,17:56,2,159.1,RHS,3,,,4,4,,,2,,,,,4,2,9,2,6,,,,1,,,,1,0,
1208,201800074,43178,1,09:40,2,159.1,LHS,3,,,2,2,,,2,,,,,4,2,9,1,5,,,,1,,1,1,,2,
1209,201800075,43181,4,09:30,2,222.1,LHS,1,,,4,4,,,3,,,,,4,2,,1,1,,,,1,,,,1,0,
1210,201800076,43181,4,10:15,2,230.2,LHS,2,,,2,2,,,4,,,,,4,1,9,1,1,,,,1,,1,,,1,
1211,201800077,43182,5,22:00,2,226.8,RHS,1,,,4,4,,,3,,,,,4,2,,2,1,,,,1,,,,1,0,
1212,201800078,43183,6,10:00,2,181.8,LHS,6,,,2,2,,,1,,,,,4,1,1,1,14,,,,1,,1,,,1,
1213,201800079,43183,6,16:40,2,175.7,RHS,6,,,3,3,,,2,,,,,4,1,9,2,6,,,,1,,,1,,1,
1214,201800080,43183,2,17:23,2,177.8,RHS,3,,,2,2,,,1,,,,,4,2,9,2,15,,,,1,,1,,,1,
1215,201800081,43184,7,23:30,2,161.7,LHS,3,,,2,2,,,2,,,,,4,1,9,2,6,,,,1,,1,,,1,
1216,201800082,43184,7,12:30,2,225.2,LHS,8,,,2,2,,,5,,,,,2,2,,2,6,,,,1,,1,1,,2,
1217,201800083,43187,3,01:35,2,168.6,RHS,2,,,1,1,,,1,,,,,4,1,9,1,6,,,,1,1,,,,1,
1218,201800084,43188,4,06:05,2,170.6,LHS,1,,,2,2,,,3,,,,,4,2,9,1,1,,,,1,,3,1,,4,
